0	1	1
0	2	2
0	3	3
0	4	4
0	4	5
0	5	6
0	6	7
0	7	8
0	8	9
0	9	10
0	10	11
0	11	12
0	12	13
0	13	14
0	14	15
0	15	16
0	16	17
0	17	18
0	18	19
0	19	20
0	19	21
0	20	22
0	21	23
0	22	24
0	24	25
0	24	26
0	25	27
0	26	28
0	27	29
0	29	30
0	30	31
0	30	32
0	31	33
0	32	34
0	33	35
0	34	36
0	35	37
0	36	38
0	37	39
0	38	40
0	39	41
0	40	42
0	40	43
0	41	44
0	42	45
0	43	46
0	44	47
0	46	48
0	47	49
0	48	50
0	49	51
0	49	52
0	50	53
0	51	54
0	52	55
0	53	56
0	53	57
0	54	58
0	55	59
0	56	60
0	57	61
0	58	62
0	59	63
0	59	64
0	61	65
0	62	66
0	63	67
0	64	68
0	65	69
0	66	70
0	66	71
0	67	72
0	68	73
0	69	74
0	70	75
0	71	76
0	72	77
0	73	78
0	74	79
0	74	80
0	75	81
0	76	82
0	78	83
0	79	84
0	80	85
0	80	86
0	82	87
0	83	88
0	84	89
0	84	90
0	85	91
0	86	92
0	87	93
0	88	94
0	89	95
0	89	96
0	90	97
0	91	98
0	93	99
0	95	100
